,DBA,BORO,STREET,ZIPCODE
1833,FORNINO,Brooklyn,WATER STREET,11201.0
3171,KRISPY KRUNCHY CHICKEN,Brooklyn,HOYT STREET,11201.0
10975,KAIGO COFFEE ROOM,Brooklyn,FURMAN STREET,11201.0
10631,HALE & HEARTY SOUP,Brooklyn,METROTECH CTR,11201.0
2427,HONEYGROW,Brooklyn,JORALEMON STREET,11201.0
19860,OZU JAPANESE CUISINE & LOUNGE,Brooklyn,CLARK STREET,11201.0
1269,DOMODOMO TO GO,Brooklyn,WILLOUGHBY STREET,11201.0
13424,METRO EATS,Brooklyn,ATLANTIC AVENUE,11201.0
13431,AVERE RISTORANTE,Brooklyn,DUFFIELD STREET,11201.0
10049,THE NEW YORK ICERY,Brooklyn,COLUMBIA PLACE,11201.0
25685,FUEL JUICE,Brooklyn,JAY STREET,11201.0
2464,LA BAGEL DELIGHT,Brooklyn,FRONT STREET,11201.0
18233,BK JANI (DEKALB MARKET),Brooklyn,GOLD ST,11201.0
25598,BURGER KING,Brooklyn,FULTON STREET,11201.0
23508,CURRY HEIGHTS,Brooklyn,REMSEN STREET,11201.0
2509,NEW APOLLO DINER,Brooklyn,LIVINGSTON STREET,11201.0
18195,STARBUCKS COFFEE #7358,Brooklyn,COURT STREET,11201.0
13542,PRONTO PIZZA,Brooklyn,COURT STREET,11201.0
1219,EVIL TWIN BREWING,Brooklyn,MAIN STREET,11201.0
1413,LOS TACOS AL PASTOR,Brooklyn,JAY STREET,11201.0
13336,LAZY SUNDAES,Brooklyn,FRONT STREET,11201.0
10148,OKEY ICE CREAM,Brooklyn,FLATBUSH AVENUE EXTENSION,11201.0
1392,L'Appartement 4F,Brooklyn,MONTAGUE STREET,11201.0
12963,DUNKIN,Brooklyn,JAY STREET,11201.0
12965,LE PAIN QUOTIDIEN,Brooklyn,COURT STREET,11201.0
26454,THE LITTLE SWEET CAFE,Brooklyn,HOYT STREET,11201.0
19674,FORTUNE HOUSE,Brooklyn,HENRY STREET,11201.0
2353,STUMPTOWN COFFEE ROASTERS,Brooklyn,PACIFIC STREET,11201.0
13320,PEDRO'S MEXICAN BAR & RESTAURANT,Brooklyn,JAY STREET,11201.0
10368,STARBUCKS,Brooklyn,FULTON STREET,11201.0
10323,LIZZMONADE,Brooklyn,BROOKLYN BRIDGE PARK,11201.0
13187,COFFEE BEAN & TEA LEAF,Brooklyn,GOLD STREET,11201.0
13216,FELICE,Brooklyn,WATER STREET,11201.0
18315,Hungry Ghost Coffee,Brooklyn,DEKALB AVENUE,11201.0
10200,BROOKLYN BRIDGE DINER,Brooklyn,TILLARY STREET,11201.0
19807,68 JAY STREET BAR,Brooklyn,JAY STREET,11201.0
10346,SAM'S RESTAURANT,Brooklyn,COURT STREET,11201.0
7717,ZERDA,Brooklyn,SMITH STREET,11201.0
14326,SAKETUMI,Brooklyn,MONTAGUE STREET,11201.0
21441,PARK PLAZA RESTAURANT,Brooklyn,CADMAN PLAZA WEST,11201.0
16060,LA VARA,Brooklyn,CLINTON STREET,11201.0
5856,ALMAR,Brooklyn,FRONT STREET,11201.0
23953,BANHMIGOS,Brooklyn,COURT STREET,11201.0
4156,MONTY Q'S,Brooklyn,MONTAGUE STREET,11201.0
4132,LANTERN,Brooklyn,MONTAGUE STREET,11201.0
4030,FRESCO TORTILLAS,Brooklyn,COURT STREET,11201.0
15911,NEW CHUANG HING,Brooklyn,HOYT STREET,11201.0
4025,PAT LAFRIEDA MEAT PURVEYORS,Brooklyn,WATER STREET,11201.0
6216,LUZZO'S BK,Brooklyn,ATLANTIC AVENUE,11201.0
4003,LUANNE'S WILD GINGER,Brooklyn,SMITH STREET,11201.0
22561,TSUTA DUMBO,Brooklyn,OLD FULTON STREET,11201.0
315,SPRINGBONE KITCHEN,Brooklyn,PROSPECT STREET,11201.0
6260,STARBUCKS,Brooklyn,FRONT STREET,11201.0
17203,"FLOYD, NY",Brooklyn,ATLANTIC AVENUE,11201.0
15867,POTBELLY SANDWICH WORKS,Brooklyn,ADAMS STREET,11201.0
24640,BROOKLYN WINE CELLAR,Brooklyn,ALBEE SQUARE,11201.0
6284,FULTON HOT DOG KING,Brooklyn,FULTON STREET,11201.0
6576,LAYLA JONES,Brooklyn,COURT STREET,11201.0
15639,XOCHITL TAQUERIA,Brooklyn,SMITH STREET,11201.0
6556,ATRIUM DUMBO,Brooklyn,MAIN STREET,11201.0
3771,FRESHENS,Brooklyn,UNIVERSITY PLAZA,11201.0
15738,EL TIO PIO,Brooklyn,WILLOUGHBY STREET,11201.0
6523,LUKE'S LOBSTER,Brooklyn,WATER STREET,11201.0
5800,Moge Tee,Brooklyn,LAWRENCE STREET,11201.0
22320,DIN SOUP DUMPLING,Brooklyn,MONTAGUE STREET,11201.0
22348,INSOMNIA COOKIES,Brooklyn,SMITH STREET,11201.0
367,AREA 53,Brooklyn,FLATBUSH AVENUE EXTENSION,11201.0
22386,AMY'S BREAD,Brooklyn,HENRY STREET,11201.0
22421,THAI TAI EATERY,Brooklyn,WILLOUGHBY STREET,11201.0
6331,CHIPOTLE MEXICAN GRILL,Brooklyn,COURT STREET,11201.0
27356,BRADO THIN CRUST PIZZA,Brooklyn,ATLANTIC AVENUE,11201.0
3792,HANA NOODLE STATION,Brooklyn,ALBEE SQUARE WEST,11201.0
24304,BABY'S BUNS & BUCKETS,Brooklyn,ALBEE SQUARE,11201.0
259,JOYA,Brooklyn,COURT STREET,11201.0
16109,JUJU CAFE & DELI,Brooklyn,SMITH STREET,11201.0
4793,1 HOTEL EMPLOYEE DINING KITCHEN #36,Brooklyn,FURMAN STREET,11201.0
4819,BARNES & NOBLE CAFE,Brooklyn,COURT STREET,11201.0
16816,FARE AND FOLK,Brooklyn,HENRY STREET,11201.0
4765,CHARM KAO,Brooklyn,SCHERMERHORN STREET,11201.0
4738,MCDONALD'S,Brooklyn,COURT STREET,11201.0
25,BLUE & WHITE RESTAURANT HOLDING GROUP INC.,Brooklyn,JAY STREET,11201.0
4850,DEBUTEA,Brooklyn,SMITH STREET,11201.0
16768,BAR TABAC,Brooklyn,SMITH STREET,11201.0
16745,PANDA DELIGHT CHINESE RESTAURANT,Brooklyn,SMITH STREET,11201.0
4887,ETSY,Brooklyn,ADAMS STREET,11201.0
16911,GHANG THAI KITCHEN,Brooklyn,COURT STREET,11201.0
4691,WHITE NOISE COFFEE,Brooklyn,SMITH STREET,11201.0
23273,LONG ISLAND UNIVERSITY - SHARK BITE,Brooklyn,UNIVERSITY PLAZA,11201.0
16579,ANNIES FIRST WOK RESTAURANT,Brooklyn,YORK STREET,11201.0
23680,CAFE D'AVIGNON,Brooklyn,ALBEE SQUARE WEST,11201.0
23217,KOTTI BERLINER DONER KEBAB,Brooklyn,ALBEE SQUARE WEST,11201.0
23214,DELLAROCCO'S OF BROOKLYN,Brooklyn,HICKS STREET,11201.0
5583,POLLO D' ORO,Brooklyn,GOLD STREET,11201.0
214,DOS TOROS,Brooklyn,COURT STREET,11201.0
5550,ESS -A- Bagel,Brooklyn,WATER STREET,11201.0
27471,CLINTON ST BAKING COMPANY,Brooklyn,WATER STREET,11201.0
16129,DALLAS BBQ,Brooklyn,LIVINGSTON STREET,11201.0
5517,IGNAZIO'S,Brooklyn,WATER STREET,11201.0
23905,SOTTO CASA,Brooklyn,ATLANTIC AVENUE,11201.0
4331,MOOBURGER,Brooklyn,COURT STREET,11201.0
5447,1 HOTEL BROOKLYN BRIDGE,Brooklyn,FURMAN STREET,11201.0
5369,CIRCA BREWING CO,Brooklyn,LAWRENCE STREET,11201.0
27522,LIFE TIME,Brooklyn,JAY STREET,11201.0
5322,ONE GIRL COOKIES,Brooklyn,MAIN STREET,11201.0
23200,MR. TAKA RAMEN,Brooklyn,WATER STREET,11201.0
4468,WANISA KITCHEN,Brooklyn,SMITH STREET,11201.0
4348,99 CENTS SUPREME PIZZA,Brooklyn,WILLOUGHBY STREET,11201.0
3706,AWASH ETHIOPIAN RESTAURANT,Brooklyn,COURT STREET,11201.0
22520,SMASHBURGER,Brooklyn,DEKALB AVENUE,11201.0
12452,JACOB'S PICKLES,Brooklyn,WATER STREET,11201.0
7467,KOR TOR MOR,Brooklyn,SMITH STREET,11201.0
3666,KI SUSHI,Brooklyn,SMITH STREET,11201.0
22123,ALICE'S TEA CUP,Brooklyn,HICKS STREET,11201.0
15174,EM VIETNAMESE BISTRO,Brooklyn,FRONT STREET,11201.0
3653,THE SOUL SPOT,Brooklyn,ATLANTIC AVENUE,11201.0
3337,JUNIOR'S,Brooklyn,FLATBUSH AVENUE EXTENSION,11201.0
15153,YASO TANGBAO,Brooklyn,LAWRENCE STREET,11201.0
14877,CHIPOTLE MEXICAN GRILL,Brooklyn,METROTECH CTR,11201.0
527,The Atlantic brooklyn,Brooklyn,ATLANTIC AVENUE,11201.0
7460,JUNE,Brooklyn,COURT STREET,11201.0
21619,HIBACHI KING,Brooklyn,LAWRENCE STREET,11201.0
3620,BROOKLYN EXCHANGE,Brooklyn,METROTECH CTR,11201.0
528,JOHN COPPOLA,Brooklyn,FRONT STREET,11201.0
534,SEAMORE'S,Brooklyn,WATER STREET,11201.0
7063,LEMONGRASS GRILL,Brooklyn,COURT STREET,11201.0
421,HOEK PIZZERIA,Brooklyn,JAY STREET,11201.0
24424,DAIGO HAND ROLL BAR (DEKALB MARKET),Brooklyn,GOLD ST,11201.0
7293,BLIMPIE,Brooklyn,WILLOUGHBY STREET,11201.0
14995,SUGAR HILL CREAMERY,Brooklyn,WATER STREET,11201.0
3685,GOURMET GARDEN 8,Brooklyn,DEKALB AVENUE,11201.0
6692,BUTLER,Brooklyn,WATER STREET,11201.0
22012,JASPER KANE CAFE,Brooklyn,METROTECH CTR,11201.0
24321,FASCATI'S PIZZERIA,Brooklyn,HENRY STREET,11201.0
22168,CASELLA BAGEL COFFEE SHOP,Brooklyn,WILLOUGHBY STREET,11201.0
649,DIEM EATERY,Brooklyn,ATLANTIC AVENUE,11201.0
455,ABSOLUTE COFFEE,Brooklyn,ATLANTIC AVENUE,11201.0
21542,Bed Stuy Fish Fry,Brooklyn,LIVINGSTON STREET,11201.0
17416,SAN BLAS,Brooklyn,MONTAGUE STREET,11201.0
7505,Red Table Cafe,Brooklyn,JORALEMON STREET,11201.0
14773,OKEEFES,Brooklyn,COURT STREET,11201.0
429,IMANI EXPRESS,Brooklyn,FULTON STREET,11201.0
6641,GRIMALDIS PIZZERIA,Brooklyn,FRONT STREET,11201.0
17422,CAFE CHILI,Brooklyn,COURT STREET,11201.0
3694,SHAKE SHACK,Brooklyn,OLD FULTON STREET,11201.0
10963,LINDA'S RESTAURANT BAKERY & LOUNGE,Brooklyn,CHURCH AVENUE,11203.0
5248,JERK CHICKEN AND GRILL,Brooklyn,NEW YORK AVENUE,11203.0
31476,CONRAD'S BAKERY,Brooklyn,CHURCH AVENUE,11203.0
7440,FOOTPRINTS CAFE,Brooklyn,CLARENDON ROAD,11203.0
55837,TEXAS CHICKEN AND BURGERS,Brooklyn,CLARKSON AVENUE,11203.0
155237,WEST CUISINE ENCHANTMENT BY MARIA,Brooklyn,CLARKSON AVENUE,11203.0
3270,JUMBO HOUSE,Brooklyn,UTICA AVENUE,11203.0
2079,RITZ WEST INDIAN CUISINE,Brooklyn,CLARKSON AVENUE,11203.0
3398,ISLAND GROVE RESTAURANT,Brooklyn,CLARENDON ROAD,11203.0
7397,SUEDE,Brooklyn,CLARENDON ROAD,11203.0
29001,SWEET HAND COOLIE,Brooklyn,UTICA AVENUE,11203.0
167285,COOKLYN EATS BK,Brooklyn,UTICA AVENUE,11203.0
4319,FORTUNE HOUSE OF CHEN,Brooklyn,CLARKSON AVENUE,11203.0
11151,GOLDEN STAR,Brooklyn,CHURCH AVENUE,11203.0
128764,DUNKIN,Brooklyn,CHURCH AVENUE,11203.0
3371,FRIED CHICKEN WITH THE SAUCE EXPRESS,Brooklyn,CHURCH AVENUE,11203.0
75083,BEST-BITES RESTAURANT & BAKERY,Brooklyn,CHURCH AVENUE,11203.0
37416,MANDYS LASAGNA WITH A TWIST,Brooklyn,UTICA AVENUE,11203.0
23453,MOTHERS SEAFOOD & MORE,Brooklyn,CHURCH AVENUE,11203.0
3105,TOPAZE RESTAURANT,Brooklyn,EAST   48 STREET,11203.0
3334,PANDA ABC,Brooklyn,AVENUE D,11203.0
26188,DUNKIN,Brooklyn,UTICA AVENUE,11203.0
97612,NHF CK,Brooklyn,UTICA AVENUE,11203.0
24799,CHINA KITCHEN,Brooklyn,CHURCH AVENUE,11203.0
1823,C & T CUISINE,Brooklyn,AVENUE D,11203.0
23440,FRYER TO THE BUYER,Brooklyn,CHURCH AVENUE,11203.0
19554,DUNKIN,Brooklyn,CLARKSON AVENUE,11203.0
3066,KENNEDY FRIED CHICKEN,Brooklyn,AVENUE D,11203.0
23246,GYRO QILA,Brooklyn,CLARKSON AVENUE,11203.0
18849,Executive Lounge,Brooklyn,UTICA AVENUE,11203.0
34252,MOTHER'S FAMOUS CRUST,Brooklyn,CHURCH AVENUE,11203.0
19052,NORTH COAST SHARK AND BAKE,Brooklyn,SCHENECTADY AVENUE,11203.0
126855,PURPLE FIZZ SWEETS,Brooklyn,UTICA AVENUE,11203.0
7837,KFC,Brooklyn,UTICA AVENUE,11203.0
93213,NEW HONG KONG KITCHEN,Brooklyn,CHURCH AVENUE,11203.0
3149,J LOFT,Brooklyn,EAST   45 STREET,11203.0
5239,3 STAR JUICE CENTER,Brooklyn,UTICA AVENUE,11203.0
55411,ALBANY BAGEL,Brooklyn,ALBANY AVENUE,11203.0
36854,MCDONALD'S,Brooklyn,UTICA AVENUE,11203.0
80789,MCDONALD'S,Brooklyn,CHURCH AVENUE,11203.0
2296,EVERYTHING GRILLED,Brooklyn,UTICA AVENUE,11203.0
68538,BISTRO1804,Brooklyn,CLARENDON ROAD,11203.0
61250,C & J CAFE NO 1,Brooklyn,UTICA AVENUE,11203.0
19970,CARIBBEAN JERKEE'S DELIGHT,Brooklyn,UTICA AVENUE,11203.0
108391,"SUBWAY, PIZZA & BURGER UR WAY",Brooklyn,CLARKSON AVENUE,11203.0
25583,D & P RESTAURANT & COCKTAIL,Brooklyn,CHURCH AVENUE,11203.0
67639,SNATCH & GO INTERNET CAFE & JUICE BAR,Brooklyn,CHURCH AVENUE,11203.0
25270,BAKE AND THINGS RESTAURANT,Brooklyn,EAST   35 STREET,11203.0
109532,AUTHENTIC KITCHEN,Brooklyn,CHURCH AVENUE,11203.0
61700,SILVER CHICKEN AND SEAFOOD,Brooklyn,CLARKSON AVENUE,11203.0
30112,KAL BAKERY & RESTAURANT,Brooklyn,CHURCH AVENUE,11203.0
61003,NEW SIU'S KITCHEN INC,Brooklyn,CHURCH AVENUE,11203.0
20029,JOYCE'S WEST INDIES RESTAURANT,Brooklyn,AVENUE D,11203.0
2682,BKLYN PRIME BAR & RESTAURANT,Brooklyn,FARRAGUT ROAD,11203.0
3781,THE OVAL SPORTS BAR & LOUNGE,Brooklyn,CHURCH AVENUE,11203.0
3704,YUMMY TACO BROOKLYN,Brooklyn,CLARENDON ROAD,11203.0
63833,"DUNKIN', 'BASKIN ROBBINS",Brooklyn,CHURCH AVENUE,11203.0
8897,TC & S TAKE OUT KITCHEN,Brooklyn,CHURCH AVENUE,11203.0
6565,ANDY'S CAFETERIA,Brooklyn,CLARKSON AVENUE,11203.0
9134,P&S BAKERY RESTAURANT,Brooklyn,UTICA AVENUE,11203.0
66214,BROOKLYN WING HOUSE,Brooklyn,EAST NEW YORK AVENUE,11203.0
9065,ALL NATIONS,Brooklyn,UTICA AVENUE,11203.0
2784,THE HILLS RESTAURANT AND BAR,Brooklyn,CHURCH AVENUE,11203.0
63480,A & P ROTI & PASTRY SHOP,Brooklyn,CHURCH AVENUE,11203.0
6947,D-GARDEN CARIBBEAN BAR & GRILL,Brooklyn,AVENUE D,11203.0
6208,SIMONE'S JAMAICAN CUISINE,Brooklyn,CLARKSON AVENUE,11203.0
19869,GUYANA EX POLICE ASSOCIATION OF AMERICA,Brooklyn,EAST   53 STREET,11203.0
19616,BLUE SAKI BY P&S BAKERY,Brooklyn,UTICA AVENUE,11203.0
24448,ENJOY EAT,Brooklyn,UTICA AVENUE,11203.0
33977,ROWE'S RESTAURANT,Brooklyn,AVENUE D,11203.0
117501,CAFE 101,Brooklyn,LENOX ROAD,11203.0
7157,Lucky Wing,Brooklyn,CHURCH AVENUE,11203.0
33965,D BUILDING CAFE,Brooklyn,CLARKSON AVENUE,11203.0
58852,EXOTIC EATS NYC,Brooklyn,UTICA AVENUE,11203.0
129056,REEL DEEL JAMAICAN CUISINE,Brooklyn,UTICA AVENUE,11203.0
59737,TROPICAL REFLECTIONS BALLROOM LLC,Brooklyn,GLENWOOD ROAD,11203.0
77571,SUSHI MASTER,Brooklyn,UTICA AVENUE,11203.0
10343,ROUND 2 CAFE,Brooklyn,UTICA AVENUE,11203.0
5763,Ethel & Annie Mae's Soulfood Kitchen,Brooklyn,ALBANY AVENUE,11203.0
116004,FISHERMAN'S COVE,Brooklyn,CHURCH AVENUE,11203.0
2919,D' CARIBE BAR & GRILL,Brooklyn,UTICA AVENUE,11203.0
59963,A & C GUYANA BAKERY & RESTAURANT,Brooklyn,UTICA AVENUE,11203.0
21877,ROSIE JAMAICAN CUISINE,Brooklyn,UTICA AVENUE,11203.0
19819,CLARENDON CUISINE,Brooklyn,EAST   54 STREET,11203.0
22658,KENNEDY FRIED CHICKEN,Brooklyn,UTICA AVENUE,11203.0
4068,BACK HOME BAKERY,Brooklyn,CHURCH AVENUE,11203.0
36419,WINGSTOP,Brooklyn,UTICA AVENUE,11203.0
6132,PEPPA'S JERK CHICKEN RESTAURANT,Brooklyn,UTICA AVENUE,11203.0
69311,SEVEN DAY JAMAICAN CUISINE,Brooklyn,RUTLAND ROAD,11203.0
142611,JAMMINS CAFE,Brooklyn,UTICA AVENUE,11203.0
10753,ALL NATIONS RESTAURANT & LOUNGE,Brooklyn,UTICA AVENUE,11203.0
5754,SAUCE N CHEESE,Brooklyn,ALBANY AVENUE,11203.0
98865,ISLAND SEA LOUNGE,Brooklyn,UTICA AVENUE,11203.0
16797,VITALL FUSION,Brooklyn,CHURCH AVENUE,11203.0
45914,"DANNY'S TASTY DELIGHT BAKERY, RESTAURANT",Brooklyn,LENOX ROAD,11203.0
42310,SUBWAY,Brooklyn,CHURCH AVENUE,11203.0
43160,MR KING FOOD KITCHEN,Brooklyn,ALBANY AVENUE,11203.0
47995,Steve's Original Jerk Chicken,Brooklyn,CHURCH AVENUE,11203.0
194365,FOOTPRINTS CAFE UTICA CLOUD KITCHEN,Brooklyn,UTICA AVENUE,11203.0
46899,POPRICE,Brooklyn,UTICA AVENUE,11203.0
271,TROPICAL ISLAND,Brooklyn,CHURCH AVENUE,11203.0
14237,BAMBOO WALK,Brooklyn,UTICA AVENUE,11203.0
14582,PAM'S BAKERY,Brooklyn,CHURCH AVENUE,11203.0
13175,ISLAND TRINI BURGER,Brooklyn,UTICA AVENUE,11203.0
14262,JAM.DOWN CARIBBEAN RESTAURANT,Brooklyn,AVENUE D,11203.0
14550,TASTY CARIBBEAN,Brooklyn,UTICA AVENUE,11203.0
183262,POPEYES,Brooklyn,CLARKSON AVENUE,11203.0
220250,REDOLENCE,Brooklyn,UTICA AVENUE,11203.0
39740,MCDONALD'S,Brooklyn,CLARENDON ROAD,11203.0
40298,POPEYES,Brooklyn,LINDEN BOULEVARD,11203.0
14289,E & D BROOKLYN KITCHEN,Brooklyn,RUTLAND ROAD,11203.0
180944,"LENAS KITCHEN AND CATERING SERVICES,",Brooklyn,UTICA AVENUE,11203.0
230013,Gundy's Restaurant,Brooklyn,CLARKSON AVENUE,11203.0
758,IL FORNO ITALIAN CUISINE,Brooklyn,CHURCH AVENUE,11203.0
26595,RAZAG HALL,Brooklyn,EAST NEW YORK AVENUE,11203.0
1471,MARIAM’S KITCHEN,Brooklyn,UTICA AVENUE,11203.0
14792,WENDY'S,Brooklyn,UTICA AVENUE,11203.0
39849,SHASHEMENE INT'L RESTAURANT,Brooklyn,EAST   56 STREET,11203.0
14444,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,UTICA AVENUE,11203.0
13915,GT PARADISE CARIBBEAN CUISINE,Brooklyn,CHURCH AVENUE,11203.0
15875,CHINA RESTAURANT,Brooklyn,UTICA AVENUE,11203.0
13760,SAMUELS TOP RANKING FISH SHOP,Brooklyn,CHURCH AVENUE,11203.0
168885,JAMIT KITCHEN,Brooklyn,UTICA AVENUE,11203.0
399,OSENO'S,Brooklyn,UTICA AVENUE,11203.0
43673,CHICKENOPIA,Brooklyn,CHURCH AVENUE,11203.0
1405,YOLIE'S BAR & RESTAURANT,Brooklyn,CLARENDON ROAD,11203.0
187197,BROOKLYN JAZZ & SPORTS CLUB,Brooklyn,CHURCH AVENUE,11203.0
15751,FISH BONE,Brooklyn,CHURCH AVENUE,11203.0
27036,DOMINO'S,Brooklyn,CLARKSON AVENUE,11203.0
49356,FAMILY ALTAGRACIA CARIBBEAN CUISINE,Brooklyn,CLARENDON ROAD,11203.0
7761,TORTILLAS KING,Brooklyn,18 AVENUE,11204.0
1417,MOTI'S,Brooklyn,16 AVENUE,11204.0
127,EL PENACHO RESTAURANT,Brooklyn,AVENUE P,11204.0
73760,HOP FA BAKERY,Brooklyn,BAY PARKWAY,11204.0
24861,NEW JIN XIN RESATURANT,Brooklyn,18 AVENUE,11204.0
5677,JERUSALEM 2,Brooklyn,18 AVENUE,11204.0
8115,DUNKIN,Brooklyn,BAY PARKWAY,11204.0
27400,GOLDEN BAY PARKWAY RESTAURANT,Brooklyn,BAY PARKWAY,11204.0
4050,SWEET MORNING BAKERY,Brooklyn,AVENUE O,11204.0
3029,PIZZA DADDY,Brooklyn,BAY PARKWAY,11204.0
32691,SUBWAY,Brooklyn,18 AVENUE,11204.0
10781,NUEVA PUERTA DEL SOL RESTAUANT,Brooklyn,18 AVENUE,11204.0
2308,PAD THAI KITCHEN,Brooklyn,18 AVENUE,11204.0
34547,COLUMBUS RESTAURANT,Brooklyn,18 AVENUE,11204.0
27003,NEW MASTER WONTON,Brooklyn,60 STREET,11204.0
4992,Buonissima Pizzeria,Brooklyn,20 AVENUE,11204.0
71807,STARBUCKS,Brooklyn,18 AVENUE,11204.0
17093,J&V FAMOUS PIZZA,Brooklyn,18 AVENUE,11204.0
2362,NEW DAY SEAFOOD,Brooklyn,18 AVENUE,11204.0
10418,16TH AVENUE GLATT,Brooklyn,16 AVENUE,11204.0
51359,YANKY'S PIZZA,Brooklyn,16 AVENUE,11204.0
2301,STAR PARK,Brooklyn,20 AVENUE,11204.0
40938,PANDA CHINESE RESTAURANT,Brooklyn,20 AVENUE,11204.0
21368,FOOD LOVER BAKERY INC,Brooklyn,20 AVENUE,11204.0
17715,SILVER STAR CR,Brooklyn,18 AVENUE,11204.0
3158,B BO SING BAKERY,Brooklyn,BAY PARKWAY,11204.0
38753,HUNGARIAN KOSHER,Brooklyn,16 AVENUE,11204.0
5931,CAFFE' ROMEO,Brooklyn,20 AVENUE,11204.0
47344,SUBWAY (#29887),Brooklyn,18 AVENUE,11204.0
2632,BROTHER III BAKERY,Brooklyn,18 AVENUE,11204.0
86856,GIULIA'S CUCINA & DESSERTS,Brooklyn,BAY RIDGE PKWY,11204.0
2862,SOFRITO AL PUNTO RESTAURANT,Brooklyn,17 AVENUE,11204.0
99923,LIBERMAN'S LUNCHEONETTE,Brooklyn,16 AVENUE,11204.0
93982,MAIYAMI BAKERY,Brooklyn,18 AVENUE,11204.0
945,U & I RESTAURANT,Brooklyn,18 AVENUE,11204.0
18016,TENZAN SUSHI,Brooklyn,18 AVENUE,11204.0
191593,65 KUHO,Brooklyn,65 STREET,11204.0
32062,CAFE LILY,Brooklyn,AVENUE O,11204.0
4114,THREE FLAVOR DUMPLING KING,Brooklyn,18 AVENUE,11204.0
20542,CITY CAFE,Brooklyn,18 AVENUE,11204.0
9336,EUROPA BAKERY & PASTRY SHOP,Brooklyn,65 STREET,11204.0
43642,JJM CAFE,Brooklyn,20 AVENUE,11204.0
22378,IPOH KITCHEN ASIAN CUISINE,Brooklyn,20 AVENUE,11204.0
132483,NYC FITNESS CLUB,Brooklyn,20 AVENUE,11204.0
9228,A & L PIZZA RESTAURANT,Brooklyn,18 AVENUE,11204.0
4688,WIN PARKWAY,Brooklyn,BAY PARKWAY,11204.0
65130,JUST DESSERTS,Brooklyn,18 AVENUE,11204.0
4495,I BAKERY 18,Brooklyn,18 AVENUE,11204.0
9511,K! CHULA,Brooklyn,20 AVENUE,11204.0
23606,"DUNKIN', BASKIN ROBBINS",Brooklyn,18 AVENUE,11204.0
48095,E E BAKERY,Brooklyn,20 AVENUE,11204.0
35333,HONG BAO CAFE,Brooklyn,18 AVENUE,11204.0
4894,FUGU JAPANESE CUISINE,Brooklyn,BAY PARKWAY,11204.0
2961,CHVENI CAFE,Brooklyn,18 AVENUE,11204.0
25020,FRATELLI'S PIZZERIA,Brooklyn,18 AVENUE,11204.0
21499,RED SUN RESTAURANT,Brooklyn,20 AVENUE,11204.0
14283,POPEYE'S LOUISIANA KITCHEN,Brooklyn,BAY PARKWAY,11204.0
35096,GOLDEN CITY SEAFOOD RESTAURANT,Brooklyn,20 AVENUE,11204.0
8263,CARVEL,Brooklyn,18 AVENUE,11204.0
35129,WASABI RESTAURANT,Brooklyn,18 AVENUE,11204.0
20918,PIZZERIA DI MOLA,Brooklyn,AVENUE O,11204.0
26899,NUNU BAR,Brooklyn,AVENUE O,11204.0
25108,EL TOLOCOLOCHE,Brooklyn,16 AVENUE,11204.0
5841,KAFF KAFE,Brooklyn,16 AVENUE,11204.0
49602,SPRINKLES,Brooklyn,18 AVENUE,11204.0
9923,CAFFE ITALIA,Brooklyn,18 AVENUE,11204.0
6002,LE BUFFET,Brooklyn,17 AVENUE,11204.0
68594,VIVI BUBBLE TEA,Brooklyn,18 AVENUE,11204.0
20059,DUNKIN,Brooklyn,18 AVENUE,11204.0
23590,THE CREPE,Brooklyn,WEST   10 STREET,11204.0
4240,HOWONG SEAFOOD RESTAURANT,Brooklyn,BAY PARKWAY,11204.0
67771,DJERDAN,Brooklyn,65 STREET,11204.0
97436,EL COMAL CHAPIN,Brooklyn,18 AVENUE,11204.0
9131,WEN XIN RESTAURANT,Brooklyn,18 AVENUE,11204.0
24499,JADE STAR KITCHEN,Brooklyn,18 AVENUE,11204.0
53627,STEAM BOX,Brooklyn,18 AVENUE,11204.0
32224,CAFE PARIS,Brooklyn,16 AVENUE,11204.0
6801,MAMA'S NOODLE HOUSE,Brooklyn,BAY RIDGE AVENUE,11204.0
21666,ALEGRITO,Brooklyn,65 STREET,11204.0
23525,MENDELSOHNS PIZZA,Brooklyn,18 AVENUE,11204.0
22443,MCDONALD'S,Brooklyn,BAY PARKWAY,11204.0
7149,RIMINI PASTRY SHOPPE,Brooklyn,BAY PARKWAY,11204.0
21503,CHARACTERS KTV,Brooklyn,20 AVENUE,11204.0
45601,LONGEVOUSJOY,Brooklyn,BAY PARKWAY,11204.0
1969,LA PALINA RESTAURANT,Brooklyn,AVENUE O,11204.0
33395,LA CEMITA MEXICAN GRILL,Brooklyn,20 AVENUE,11204.0
12727,GLATT ALA CARTE,Brooklyn,18 AVENUE,11204.0
30800,VERONA PIZZA,Brooklyn,20 AVENUE,11204.0
6358,POPEYES,Brooklyn,18 AVENUE,11204.0
54961,H & J Bakery,Brooklyn,17 AVENUE,11204.0
5064,HUANG MING HING,Brooklyn,AVENUE P,11204.0
75729,TUNG TUNG RESTAURANT INC,Brooklyn,18 AVENUE,11204.0
15516,BIG FLEISHIG'S EXPRESS,Brooklyn,16 AVENUE,11204.0
15388,GOLDEN LILY BAKERY,Brooklyn,18 AVENUE,11204.0
