,DBA,BORO,STREET,ZIPCODE
108512,STARBUCKS,Manhattan,WEST   66 STREET,10023.0
49389,PRELUDE CAFE & BAR (ALICE TULLY HALL),Manhattan,WEST   65 STREET,10023.0
108935,TEA MAGIC,Manhattan,WEST   72 STREET,10023.0
50671,LE BOTANISTE,Manhattan,COLUMBUS AVENUE,10023.0
6813,EMERALD INN,Manhattan,WEST   72 STREET,10023.0
40225,RAKU JAPANESE,Manhattan,WEST   76 STREET,10023.0
5891,THE DAKOTA BAR,Manhattan,WEST   72 STREET,10023.0
22575,LEYLA,Manhattan,WEST   74 STREET,10023.0
33261,CAFE METRO,Manhattan,BROADWAY,10023.0
9203,STARBUCKS COFFEE,Manhattan,AMSTERDAM AVENUE,10023.0
2752,PICCOLO CAFE,Manhattan,AMSTERDAM AVENUE,10023.0
150328,GONG CHA,Manhattan,BROADWAY,10023.0
39704,ASSET,Manhattan,COLUMBUS AVENUE,10023.0
13234,PHO SHOP,Manhattan,WEST   72 STREET,10023.0
27310,EPICES BAKERY,Manhattan,WEST   70 STREET,10023.0
109704,LILY'S COCKTAIL & WINES,Manhattan,WEST   72 STREET,10023.0
27633,ELLA KITCHEN AND BAR,Manhattan,COLUMBUS AVENUE,10023.0
21762,COLUMBUS GOURMET FOOD,Manhattan,COLUMBUS AVE STORE #2,10023.0
26842,HAAGEN - DAZS,Manhattan,AMSTERDAM AVENUE,10023.0
48751,The Empire Rooftop,Manhattan,WEST   63 STREET,10023.0
14230,COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,Manhattan,WEST   62 STREET,10023.0
4102,CESCA,Manhattan,WEST   75 STREET,10023.0
63927,KISSAKI UWS,Manhattan,COLUMBUS AVENUE,10023.0
110831,PASTRAMI QUEEN,Manhattan,WEST   72 STREET,10023.0
26891,GEBHARD'S BEER CULTURE,Manhattan,WEST   72 STREET,10023.0
323,IL VIOLINO,Manhattan,COLUMBUS AVENUE,10023.0
78694,"FRIEDMAN'S WEST, PICK-A-BAGEL",Manhattan,WEST END AVENUE,10023.0
230523,SHINBASHI 72,Manhattan,WEST   72 STREET,10023.0
5737,THE TRIAD,Manhattan,WEST   72 STREET,10023.0
9349,SAPPHIRE RESTAURANT,Manhattan,BROADWAY,10023.0
47476,MAGNOLIA BAKERY,Manhattan,COLUMBUS AVENUE,10023.0
132225,KISSAKI,Manhattan,COLUMBUS AVE,10023.0
132322,BIN 71,Manhattan,COLUMBUS AVENUE,10023.0
2589,SUSHI YASAKA,Manhattan,WEST   72 STREET,10023.0
139354,NOIDUE PIZZA,Manhattan,WEST   69 STREET,10023.0
23165,CAFE 47,Manhattan,WEST   66 STREET,10023.0
6794,STARBUCKS,Manhattan,WEST   73 STREET,10023.0
50191,KUMO SUSHI,Manhattan,WEST   72 STREET,10023.0
50719,DIVE 75,Manhattan,WEST   75 STREET,10023.0
17712,CAFE MARGOT PATISSERIE,Manhattan,BROADWAY,10023.0
32869,JUST SALAD,Manhattan,BROADWAY,10023.0
17620,LEVAIN BAKERY,Manhattan,WEST   74 STREET,10023.0
4335,Didi Dumpling,Manhattan,AMSTERDAM AVENUE,10023.0
140611,FLOATING MOUNTAIN,Manhattan,WEST   72 STREET,10023.0
193900,LE PAIN QUOTIDIEN,Manhattan,WEST 72ND ST,10023.0
128766,MALACHY'S,Manhattan,WEST   72 STREET,10023.0
10882,16 HANDLES,Manhattan,AMSTERDAM AVENUE,10023.0
11620,LA QUINTA INNS AND SUITES,Manhattan,WEST   71 STREET,10023.0
35482,LITTLE ITALY PIZZA,Manhattan,BROADWAY,10023.0
126184,ROSETTA BAKERY,Manhattan,BROADWAY,10023.0
1264,Santa Fe,Manhattan,WEST   71 STREET,10023.0
126082,BEACON THEATRE,Manhattan,BROADWAY,10023.0
1919,BOULUD SUD & EPICERIE BOULUD,Manhattan,BROADWAY,10023.0
17154,OLYMPIC FLAME DINER,Manhattan,WEST   60 STREET,10023.0
3353,SALA THAI,Manhattan,AMSTERDAM AVENUE,10023.0
1017,CRUMBL COOKIES UPPER WEST SIDE,Manhattan,COLUMBUS AVENUE,10023.0
4541,DA CAPO,Manhattan,COLUMBUS AVENUE,10023.0
16191,VIVE LA CREPE,Manhattan,COLUMBUS AVENUE,10023.0
169808,BLUE BOTTLE COFFEE,Manhattan,AMSTERDAM AVENUE,10023.0
74389,WALTER READE THEATER,Manhattan,LINCOLN CENTER PLAZA,10023.0
115648,BEACON THEATRE (LOGE STAIRS BAR),Manhattan,BROADWAY,10023.0
30233,WESTSIDE RESTAURANT,Manhattan,BROADWAY,10023.0
194993,LE PAIN QUOTIDIEN,Manhattan,BTWN 69TH & 70TH ST,10023.0
24928,BREADS BAKERY,Manhattan,BROADWAY,10023.0
12771,FRANCESCO PIZZERIA,Manhattan,COLUMBUS AVENUE,10023.0
77037,LINCOLN CENTER THEATER (Claire Tow Theater),Manhattan,WEST   65 STREET,10023.0
35117,THE OWL'S TAIL,Manhattan,WEST   75 STREET,10023.0
23539,STARBUCKS,Manhattan,COLUMBUS AVENUE,10023.0
11787,PAPPARDELLA,Manhattan,COLUMBUS AVENUE,10023.0
25271,JOANNE TRATTORIA,Manhattan,WEST   68 STREET,10023.0
4720,BLACK PRESS COFFEE,Manhattan,COLUMBUS AVENUE,10023.0
15782,GIACOMO FINE FOODS,Manhattan,WEST   72 STREET,10023.0
16086,SIDEWALK CAFE,Manhattan,COLUMBUS AVENUE,10023.0
66678,STARBUCKS #50611,Manhattan,WEST END AVENUE,10023.0
20049,THE SMITH,Manhattan,BROADWAY,10023.0
8835,SIDO FALAFEL & MORE,Manhattan,COLUMBUS AVENUE,10023.0
36544,LENWICH,Manhattan,COLUMBUS AVENUE,10023.0
17117,SUGAR BAR,Manhattan,WEST   72 STREET,10023.0
12661,BAR BOULUD,Manhattan,BROADWAY,10023.0
194892,The Migrant Kitchen,Manhattan,COLUMBUS AVENUE,10023.0
24012,NORTH MIZNON,Manhattan,WEST   72 STREET,10023.0
11522,ALICE'S TEA CUP,Manhattan,WEST   73 STREET,10023.0
29321,THE JUILLIARD SCHOOL(ROSE CAFE),Manhattan,WEST   65 STREET,10023.0
37261,PATSYS PIZZERIA,Manhattan,WEST   74 STREET,10023.0
11012,DELICE MACARONS,Manhattan,AMSTERDAM AVENUE,10023.0
97766,MIRIAM,Manhattan,AMSTERDAM AVENUE,10023.0
3231,FREDDIE & PEPPER'S PIZZA,Manhattan,AMSTERDAM AVENUE,10023.0
67708,MCDONALD'S,Manhattan,BROADWAY,10023.0
91847,FORDHAM U - ARGO TEA,Manhattan,WEST   62 STREET,10023.0
165630,BONMI,Manhattan,WEST   62 STREET,10023.0
20156,SALUMERIA ROSI,Manhattan,AMSTERDAM AVENUE,10023.0
19313,CAFE LUXEMBOURG,Manhattan,WEST   70 STREET,10023.0
29357,SHALEL,Manhattan,WEST   70 STREET,10023.0
100755,SIMPLY NOODLES,Manhattan,AMSTERDAM AVENUE,10023.0
115040,Sushi Kaito,Manhattan,WEST   72 STREET,10023.0
12550,SWEETGREEN,Manhattan,COLUMBUS AVENUE,10023.0
23767,LEGEND,Manhattan,WEST   72 STREET,10023.0
11862,LA TRAVIATA PIZZA,Manhattan,WEST   68 STREET,10023.0
199129,LAZY DOG,Manhattan,COLUMBUS CIRCLE,10023.0
16957,MANDARIN ORIENTAL HOTEL-BANQUET,Manhattan,COLUMBUS CIRCLE at 60th street,10023.0
19893,EMPIRE SZECHUAN KYOTO,Manhattan,COLUMBUS AVENUE,10023.0
68308,PINKBERRY,Manhattan,BROADWAY,10023.0
45146,SHAKESPEARE & CO,Manhattan,BROADWAY,10023.0
2994,THAI 72,Manhattan,WEST   72 STREET,10023.0
16096,DARK BULLET,Manhattan,WEST   72 STREET,10023.0
128118,NEW YORK INSTITUTE OF TECHNOLOGY,Manhattan,BROADWAY,10023.0
70317,MANDARIN ORIENTAL HOTEL-CAFETERIA,Manhattan,COLUMBUS CIRCLE,10023.0
16987,THE LEOPARD AT DES ARTISTES,Manhattan,WEST   67 STREET,10023.0
52546,SCHMELTZER DINING HALL,Manhattan,WEST   62 STREET,10023.0
20189,ROSA MEXICANO,Manhattan,COLUMBUS AVENUE,10023.0
115074,SHERRY HERRING SANDWICHES,Manhattan,WEST   72 STREET,10023.0
24329,MIMI CHENG'S DUMPLINGS,Manhattan,AMSTERDAM AVENUE,10023.0
1028,FELICE,Manhattan,COLUMBUS AVENUE,10023.0
4470,MAMAN,Manhattan,COLUMBUS AVENUE,10023.0
23420,CAFE FIORELLO,Manhattan,BROADWAY,10023.0
7748,PUBLIC FARE,Manhattan,CENTRAL PARK WEST,10023.0
20271,HARVEST KITCHEN,Manhattan,COLUMBUS AVENUE,10023.0
45335,EL MITOTE,Manhattan,COLUMBUS AVENUE,10023.0
70988,BEACON THEATRE (BALCONY BAR),Manhattan,BROADWAY,10023.0
51266,BRODO BROTH SHOP,Manhattan,BROADWAY,10023.0
43950,CHIPOTLE MEXICAN GRILL,Manhattan,AMSTERDAM AVENUE,10023.0
23472,HUMMUS PLACE,Manhattan,AMSTERDAM AVENUE,10023.0
98999,TAP NYC,Manhattan,COLUMBUS AVENUE,10023.0
185389,METROPOLITAN OPERA,Manhattan,LINCOLN CENTER PLAZA,10023.0
53976,BARRYS BOOTCAMP,Manhattan,WEST   69 STREET,10023.0
174880,THE BALLSFIELD CAFE,Manhattan,BALLFIELDS IN CENTRAL PARK,10023.0
19583,POMODORO RISTORANTE,Manhattan,COLUMBUS AVENUE,10023.0
65987,THE RIBBON,Manhattan,WEST   72 STREET,10023.0
13007,SHUN LEE,Manhattan,WEST   65 STREET,10023.0
16698,SUGAR FACTORY,Manhattan,BROADWAY,10023.0
58596,La Dinastia Latin-Chinese Cuisine,Manhattan,WEST   72 STREET,10023.0
4983,LA BOITE EN BOIS,Manhattan,WEST   68 STREET,10023.0
24965,MADE IN NEW YORK PIZZA,Manhattan,AMSTERDAM AVENUE,10023.0
19988,ZUCKER'S BAGELS AND SMOKED FISH,Manhattan,COLUMBUS AVENUE,10023.0
10638,ZURUTTO RAMEN & GYOZA BAR,Manhattan,WEST   72 STREET,10023.0
157206,LINCOLN RISTORANTE,Manhattan,WEST   65 STREET,10023.0
7029,GUYERS,Manhattan,COLUMBUS AVENUE,10023.0
30628,"BEACON THEATRE (ORCHESTRA BAR, MAIN FLOOR)",Manhattan,BROADWAY,10023.0
12983,STARBUCKS,Manhattan,BROADWAY,10023.0
93138,Manny's Bistro,Manhattan,COLUMBUS AVENUE,10023.0
8636,TENZAN,Manhattan,COLUMBUS AVENUE,10023.0
8907,JEAN-GEORGES,Manhattan,CENTRAL PARK WEST,10023.0
45217,NOI DUE CARNE,Manhattan,WEST   69 STREET,10023.0
5245,CAFE 21 (entrance is between 60TH & 61st Street on Hudson),Manhattan,WEST END AVENUE,10023.0
12882,VIAND CAFE,Manhattan,BROADWAY,10023.0
15848,JUICE GENERATION,Manhattan,WEST   72 STREET,10023.0
12893,BOURKE STREET BAKERY,Manhattan,AMSTERDAM AVENUE,10023.0
8294,SEVEN HILLS MEDITERANEAN GRILL,Manhattan,WEST   72 STREET,10023.0
4853,LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,Manhattan,WEST   65 STREET,10023.0
15222,PARM,Manhattan,COLUMBUS AVENUE,10023.0
5588,77 WEST BISTRO,Manhattan,WEST   66 STREET,10023.0
5039,COMMON ADDRESS,Manhattan,WEST   60 STREET,10023.0
187205,TASCA,Manhattan,COLUMBUS AVENUE,10024.0
47694,GEORGE KEELEY,Manhattan,AMSTERDAM AVENUE,10024.0
3410,SARAVANA BHAVAN,Manhattan,AMSTERDAM AVENUE,10024.0
11119,(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,CENTRAL PARK WEST,10024.0
167579,TIKI CHICKI,Manhattan,AMSTERDAM AVENUE,10024.0
11456,SCOOZI,Manhattan,WEST   83 STREET,10024.0
23334,CILANTRO,Manhattan,COLUMBUS AVENUE,10024.0
3873,NINA'S GREAT BURRITO BAR,Manhattan,COLUMBUS AVENUE,10024.0
18640,THE DEAD POET,Manhattan,AMSTERDAM AVENUE,10024.0
126740,CALEDONIA,Manhattan,AMSTERDAM AVENUE,10024.0
21610,REDFARM,Manhattan,BROADWAY,10024.0
15775,NICE MATIN,Manhattan,WEST   79 STREET,10024.0
6587,MOMOFUKU MILK BAR UWS,Manhattan,COLUMBUS AVENUE,10024.0
9679,BROAD NOSH BAGELS,Manhattan,BROADWAY,10024.0
43863,BODRUM,Manhattan,AMSTERDAM AVENUE,10024.0
73998,RA SUSHI,Manhattan,AMSTERDAM AVENUE,10024.0
15584,INDIAN TANPURA,Manhattan,AMSTERDAM AVENUE,10024.0
2232,BLUESTONE LANE,Manhattan,AMSTERDAM AVENUE,10024.0
11381,CHIRPING CHICKEN,Manhattan,AMSTERDAM AVENUE,10024.0
75054,BLOSSOM ON COLUMBUS,Manhattan,COLUMBUS AVENUE,10024.0
56055,FLOR DE MAYO,Manhattan,AMSTERDAM AVENUE,10024.0
43847,LEVAIN BAKERY,Manhattan,AMSTERDAM AVENUE,10024.0
4095,LAND THAI KITCHEN,Manhattan,AMSTERDAM AVENUE,10024.0
21586,CIBO E VINO,Manhattan,BROADWAY,10024.0
33502,WAU,Manhattan,AMSTERDAM AVENUE,10024.0
4826,CRAVE FISH BAR,Manhattan,AMSTERDAM AVENUE,10024.0
42090,BUSTAN,Manhattan,AMSTERDAM AVENUE,10024.0
82544,KASBAH BBQ & GRILL,Manhattan,WEST   85 STREET,10024.0
6621,NEW COTTAGE RESTAURANT,Manhattan,BROADWAY,10024.0
13758,BAGELS & COMPANY,Manhattan,WEST   79 STREET,10024.0
72885,SPIGA TO GO,Manhattan,WEST   84 STREET,10024.0
33012,Spaghetti Tavern,Manhattan,AMSTERDAM AVENUE,10024.0
16694,MILLE-FEUILLE BAKERY,Manhattan,BROADWAY,10024.0
47408,SFORNO PIZZA,Manhattan,BROADWAY,10024.0
4634,SARABETH'S,Manhattan,AMSTERDAM AVENUE,10024.0
85939,LA SIRENE UWS,Manhattan,AMSTERDAM AVENUE,10024.0
18631,FLAME WEST,Manhattan,WEST   82 STREET,10024.0
929,PLAYA BOWLS,Manhattan,BROADWAY,10024.0
60630,MAMOUNS FALAFEL,Manhattan,COLUMBUS AVENUE,10024.0
8525,JAKE'S DILEMMA,Manhattan,AMSTERDAM AVENUE,10024.0
1690,LA COVACHA,Manhattan,COLUMBUS AVENUE,10024.0
3228,ST JAMES GATE,Manhattan,AMSTERDAM AVENUE,10024.0
55992,PASTA FRANCO,Manhattan,COLUMBUS AVENUE,10024.0
16732,JOE COFFEE COMPANY,Manhattan,COLUMBUS AVENUE,10024.0
24226,GYU-KAKU RESTAURANT,Manhattan,AMSTERDAM AVENUE,10024.0
3054,ELEA,Manhattan,WEST   85 STREET,10024.0
5154,NEW KAM LAI,Manhattan,AMSTERDAM AVENUE,10024.0
137214,BAGEL TALK,Manhattan,AMSTERDAM AVENUE,10024.0
10076,TACO TAVERN,Manhattan,AMSTERDAM AVENUE,10024.0
62943,THE BELNORD HOTEL,Manhattan,WEST   87 STREET,10024.0
4749,ARTISAN CAFE,Manhattan,AMSTERDAM AVENUE,10024.0
225178,ZAIS DESSERTERY,Manhattan,AMSTERDAM AVENUE,10024.0
25700,PEACEFOOD,Manhattan,AMSTERDAM AVENUE,10024.0
188862,CHIP CITY,Manhattan,COLUMBUS AVENUE,10024.0
4200,SUBSTANCE VITALITY BAR,Manhattan,BROADWAY,10024.0
24142,ALACHI MASALA INDIAN RESTAURANT,Manhattan,AMSTERDAM AVENUE,10024.0
118315,TARALLUCCI E VINO,Manhattan,COLUMBUS AVENUE,10024.0
27150,PIZZA PETE'S,Manhattan,COLUMBUS AVENUE,10024.0
36579,THE VIAND DINER & BAR,Manhattan,COLUMBUS AVENUE,10024.0
117362,JOE'S STEAM RICE ROLL,Manhattan,AMSTERDAM AVENUE,10024.0
35890,HI LIFE BAR & GRILL,Manhattan,AMSTERDAM AVENUE,10024.0
7521,FRED'S,Manhattan,AMSTERDAM AVENUE,10024.0
3576,PLANTSHED,Manhattan,COLUMBUS AVENUE,10024.0
3948,AMORINO,Manhattan,AMSTERDAM AVENUE,10024.0
16966,VIVE LA CREPE,Manhattan,COLUMBUS AVENUE,10024.0
82183,BELLA LUNA,Manhattan,COLUMBUS AVENUE,10024.0
12194,OLLIES TO GO,Manhattan,BROADWAY,10024.0
55706,SPICE,Manhattan,AMSTERDAM AVENUE,10024.0
54333,DUNKIN,Manhattan,BROADWAY,10024.0
19750,TESSA,Manhattan,AMSTERDAM AVENUE,10024.0
47162,5 NAPKIN BURGER,Manhattan,BROADWAY,10024.0
92110,BARNES & NOBLE CAFE,Manhattan,BROADWAY,10024.0
14458,IRVING FARM,Manhattan,WEST   79 STREET,10024.0
38544,COTTA,Manhattan,COLUMBUS AVENUE,10024.0
4215,VANESSA'S DUMPLING HOUSE,Manhattan,AMSTERDAM AVENUE,10024.0
41611,CHICK CHICK,Manhattan,AMSTERDAM AVENUE,10024.0
24326,BLONDIES,Manhattan,WEST   79 STREET,10024.0
118874,SUSHI ISHIKAWA,Manhattan,WEST   80 STREET,10024.0
179037,BLACK LAB COFFEE INC.,Manhattan,AMSTERDAM AVENUE,10024.0
10479,BLOCKHEADS,Manhattan,WEST   90 STREET,10024.0
8112,LOKAL,Manhattan,COLUMBUS AVENUE,10024.0
158358,LA PECORA BIANCA,Manhattan,COLUMBUS AVENUE,10024.0
5585,CAFE EIGHTY TWO,Manhattan,BROADWAY,10024.0
14971,UNCLE LUO YANG,Manhattan,AMSTERDAM AVENUE,10024.0
3713,GOOD ENOUGH TO EAT (A.G. BISTRO),Manhattan,COLUMBUS AVENUE,10024.0
47938,NOI DUE CAFE,Manhattan,COLUMBUS AVENUE,10024.0
3809,LUCCIOLA,Manhattan,AMSTERDAM AVENUE,10024.0
17228,TACOMBI,Manhattan,AMSTERDAM AVENUE,10024.0
13205,SERAFINA,Manhattan,BROADWAY,10024.0
66527,MEXIKO/CARLOS & GABBYS/GRAZE SMOKE HOUSE/ROSA'S CHICKEN,Manhattan,WEST   83 STREET,10024.0
14152,BETTOLA,Manhattan,AMSTERDAM AVENUE,10024.0
10783,UPTOWN POKE,Manhattan,AMSTERDAM AVENUE,10024.0
3812,H&H MIDTOWN BAGELS EAST,Manhattan,COLUMBUS AVENUE,10024.0
51686,JUICE GENERATION,Manhattan,BROADWAY,10024.0
43169,MOMOYA,Manhattan,AMSTERDAM AVENUE,10024.0
5563,BARACHOU,Manhattan,AMSTERDAM AVENUE,10024.0
5771,MODERN BREAD AND BAGEL,Manhattan,COLUMBUS AVENUE,10024.0
2900,DUNKIN,Manhattan,AMSTERDAM AVENUE,10024.0
5775,TRATTORIA IL GUSTO,Manhattan,COLUMBUS AVENUE,10024.0
113162,MARINARA,Manhattan,AMSTERDAM AVENUE,10024.0
32578,FLAME,Manhattan,WEST   82 STREET,10024.0
66754,BAREBURGER,Manhattan,BROADWAY,10024.0
12792,MIDO,Manhattan,AMSTERDAM AVENUE,10024.0
89997,EMACK & BOLIO'S,Manhattan,AMSTERDAM AVENUE,10024.0
2126,SABA'S PIZZA,Manhattan,AMSTERDAM AVENUE,10024.0
57261,PEKARNA NYC,Manhattan,AMSTERDAM AVENUE,10024.0
12919,COLUMBUS CAFE,Manhattan,COLUMBUS AVENUE,10024.0
71444,THE UPSIDE,Manhattan,AMSTERDAM AVENUE,10024.0
58308,VIN SUR VINGT,Manhattan,WEST   84 STREET,10024.0
662,CARMINE'S,Manhattan,BROADWAY,10024.0
1324,BIG GAY ICE CREAM,Manhattan,COLUMBUS AVENUE,10024.0
5006,GAZALA'S,Manhattan,AMSTERDAM AVENUE,10024.0
45385,TWO WHEELS,Manhattan,AMSTERDAM AVENUE,10024.0
18945,BELLINI,Manhattan,COLUMBUS AVENUE,10024.0
58658,THE MERMAID INN,Manhattan,AMSTERDAM AVENUE,10024.0
26381,HAWA SMOOTHIES & BUBBLE TEA,Manhattan,AMSTERDAM AVENUE,10024.0
34937,HAN DYNASTY,Manhattan,WEST   85 STREET,10024.0
5678,THE CONSULATE,Manhattan,COLUMBUS AVENUE,10024.0
6977,AMSTERDAM ALE HOUSE,Manhattan,AMSTERDAM AVENUE,10024.0
26429,COPPOLA'S,Manhattan,WEST   79 STREET,10024.0
43100,ABOUT COFFEE,Manhattan,COLUMBUS AVENUE,10024.0
37748,MAISON PICKLE,Manhattan,BROADWAY,10024.0
205431,Janie's Life-Changing Baked Goods,Manhattan,WEST   80 STREET,10024.0
20911,JOE & THE JUICE AMSTERDAM AVE,Manhattan,AMSTERDAM AVENUE,10024.0
10542,BARDOLINO PIZZA II,Manhattan,AMSTERDAM AVENUE,10024.0
36221,FAMOUS ORIGINAL RAY'S PIZZA,Manhattan,COLUMBUS AVENUE,10024.0
33812,CROSSBAR / SOCCER POST UPPER WESTSIDE,Manhattan,WEST   86 STREET,10024.0
34822,BARNEY GREENGRASS,Manhattan,AMSTERDAM AVENUE,10024.0
62183,CHAMA MAMA,Manhattan,AMSTERDAM AVENUE,10024.0
8977,RADIO AMSTERDAM,Manhattan,AMSTERDAM AVENUE,10024.0
37697,SENN THAI COMFORT FOOD,Manhattan,AMSTERDAM AVENUE,10024.0
3784,A&A FOOD MARKET,Manhattan,AMSTERDAM AVENUE,10024.0
40454,JACOB'S PICKLES,Manhattan,AMSTERDAM AVENUE,10024.0
154736,DUBLIN HOUSE,Manhattan,WEST   79 STREET,10024.0
4477,SHAKE SHACK,Manhattan,COLUMBUS AVENUE,10024.0
208652,MOCHI DOLCI,Manhattan,WEST   79 STREET,10024.0
40730,ARTHOUSE HOTEL,Manhattan,BROADWAY,10024.0
13152,GARI Columbus,Manhattan,COLUMBUS AVENUE,10024.0
17321,KITARO,Manhattan,AMSTERDAM AVENUE,10024.0
39036,E'S BAR,Manhattan,AMSTERDAM AVENUE,10024.0
4840,PROHIBITION,Manhattan,COLUMBUS AVENUE,10024.0
14823,CHALAIT,Manhattan,AMSTERDAM AVENUE,10024.0
28450,LENWICH,Manhattan,COLUMBUS AVENUE,10024.0
12589,AMELIE WINE BAR,Manhattan,AMSTERDAM AVENUE,10024.0
35176,CELESTE,Manhattan,AMSTERDAM AVENUE,10024.0
57493,MOTORINO,Manhattan,COLUMBUS AVENUE,10024.0
26792,KING FOOD,Manhattan,AMSTERDAM AVENUE,10024.0
1817,EL GALLO TAQUERIA,Manhattan,AMSTERDAM AVENUE,10024.0
5088,JING FONG,Manhattan,AMSTERDAM AVENUE,10024.0
48301,DAGON,Manhattan,BROADWAY,10024.0
2430,CHIPOTLE MEXICAN GRILL,Manhattan,BROADWAY,10024.0
34415,AMPLE HILLS CREAMERY,Manhattan,AMSTERDAM AVENUE,10024.0
1798,TRI DIM WEST,Manhattan,COLUMBUS AVENUE,10024.0
37381,AMC THEATRES,Manhattan,BROADWAY,10024.0
134601,FOREVER COFFEE,Manhattan,BROADWAY,10024.0
10263,UNO CHICAGO GRILL,Manhattan,COLUMBUS AVENUE,10024.0
15552,SWAGAT,Manhattan,AMSTERDAM AVENUE,10024.0
17069,MAMAN,Manhattan,AMSTERDAM AVENUE,10024.0
86702,STARBUCKS,Manhattan,COLUMBUS AVENUE,10024.0
2216,CRAFT & CARRY,Manhattan,AMSTERDAM AVENUE,10024.0
3396,BODEGA 88,Manhattan,COLUMBUS AVENUE,10024.0
36065,FRENCH ROAST,Manhattan,BROADWAY,10024.0
1763,Sushi Nonaka/Boka,Manhattan,AMSTERDAM AVENUE,10024.0
3851,CHOP'T,Manhattan,AMSTERDAM AVENUE,10024.0
25978,STARBUCKS,Manhattan,BROADWAY,10024.0
24018,LUCKY PICKLE DUMPLING CO,Manhattan,AMSTERDAM AVENUE,10024.0
43393,7TH STREET BURGER,Manhattan,AMSTERDAM AVENUE,10024.0
97590,BY THE WAY BAKERY,Manhattan,BROADWAY,10024.0
1818,ORWASHERS,Manhattan,AMSTERDAM AVENUE,10024.0
161918,"STORICO, PARLIAMENT CAFE",Manhattan,CENTRAL PARK WEST,10024.0
160971,VAN LEEUWEN ICE CREAM,Manhattan,AMSTERDAM AVENUE,10024.0
24860,DAILY PROVISIONS,Manhattan,AMSTERDAM AVENUE,10024.0
79870,LYLA'S BODEGA,Manhattan,WEST   83 STREET,10024.0
32714,MIMI JAPANESE RESTAURANT,Manhattan,AMSTERDAM AVENUE,10024.0
41100,LUKE'S LOBSTER,Manhattan,AMSTERDAM AVENUE,10024.0
757,WAFLES & DINGES,Manhattan,COLUMBUS AVENUE,10024.0
5491,THYME & TONIC,Manhattan,COLUMBUS AVENUE,10024.0
22155,THE MILLING ROOM,Manhattan,COLUMBUS AVENUE,10024.0
33638,LE PAIN QUOTIDIEN,Manhattan,BROADWAY,10024.0
52209,BILLY'S BAKERY,Manhattan,COLUMBUS AVENUE,10024.0
3658,MADE IN NEW YORK PIZZA,Manhattan,AMSTERDAM AVENUE,10024.0
162849,THE HOPTIMIST,Manhattan,AMSTERDAM AVENUE,10024.0
17114,DOMINO'S PIZZA #3685,Manhattan,COLUMBUS AVENUE,10024.0
26150,ASHOKA,Manhattan,COLUMBUS AVENUE,10024.0
23802,INSOMNIA COOKIES,Manhattan,AMSTERDAM AVENUE,10024.0
38944,THE GIN MILL,Manhattan,AMSTERDAM AVENUE,10024.0
6709,TAL BAGELS,Manhattan,BROADWAY,10024.0
17572,CITY DINER,Manhattan,BROADWAY,10024.0
23714,JIN RAMEN UWS,Manhattan,AMSTERDAM AVENUE,10024.0
7281,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,W 79 STREET,10024.0
33558,CHIPOTLE MEXICAN GRILL,Manhattan,BROADWAY,10025.0
9827,OPAI THAI,Manhattan,AMSTERDAM AVENUE,10025.0
11957,FAMOUS FAMIGLIA,Manhattan,AMSTERDAM AVENUE,10025.0
11474,HAAGEN-DAZS,Manhattan,BROADWAY,10025.0
27533,BAREBURGER,Manhattan,COLUMBUS AVENUE,10025.0
36394,HULA POKE,Manhattan,AMSTERDAM AVENUE,10025.0
21859,KRISPY KREME DOUGHNUT,Manhattan,BROADWAY,10025.0
11528,PANCHO'S ANTOJITOS MEXICANOS,Manhattan,AMSTERDAM AVENUE,10025.0
61888,THE ELLINGTON,Manhattan,BROADWAY,10025.0
47323,Dive 106,Manhattan,AMSTERDAM AVENUE,10025.0
11839,INSOMNIA COOKIES,Manhattan,AMSTERDAM AVENUE,10025.0
30164,JERUSALEM RESTAURANT,Manhattan,BROADWAY,10025.0
14019,STARBUCKS,Manhattan,BROADWAY,10025.0
48448,NOCHE MEXICANA II,Manhattan,AMSTERDAM AVENUE,10025.0
11770,TEA MAGIC,Manhattan,BROADWAY,10025.0
21883,DOMINO'S,Manhattan,AMSTERDAM AVENUE,10025.0
27491,LE MONDE,Manhattan,BROADWAY,10025.0
24639,BROADWAY RESTAURANT,Manhattan,BROADWAY,10025.0
19720,WARREN HALL COFFEE BAR,Manhattan,AMSTERDAM AVENUE,10025.0
11514,MARLOW BISTRO,Manhattan,AMSTERDAM AVENUE,10025.0
13046,DUNKIN',Manhattan,COLUMBUS AVENUE,10025.0
13882,METRO DINER,Manhattan,BROADWAY,10025.0
28565,DOS TOROS,Manhattan,BROADWAY,10025.0
26665,ACOSTA RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
31795,EMPIRE GARDEN,Manhattan,COLUMBUS AVENUE,10025.0
51969,BIG APPLE CAFE,Manhattan,AMSTERDAM AVENUE,10025.0
32675,PANDA EXPRESS # 2792,Manhattan,BROADWAY,10025.0
14803,HOLY SCHNITZEL,Manhattan,AMSTERDAM AVENUE,10025.0
10354,RAENU THAI,Manhattan,AMSTERDAM AVENUE,10025.0
